tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2009-1536,Madrid Masters,Clay,56,M,20090510,22,103484,14.0,,James Blake,R,185.0,USA,29.3689253936,103812,,,Victor Hanescu,R,198.0,ROU,27.8056125941,6-2 6-4,3,R64,68.0,3.0,1.0,53.0,29.0,23.0,12.0,9.0,1.0,2.0,7.0,3.0,59.0,41.0,25.0,6.0,9.0,6.0,10.0,16.0,2370.0,33.0,1556.0
2009-1536,Madrid Masters,Clay,56,M,20090510,23,103333,,,Ivo Karlovic,R,208.0,CRO,30.1984941821,103898,,,Julien Benneteau,R,185.0,FRA,27.3894592745,3-6 7-6(5) 6-4,3,R64,132.0,21.0,1.0,96.0,60.0,47.0,20.0,15.0,3.0,4.0,8.0,6.0,97.0,66.0,55.0,13.0,16.0,3.0,4.0,25.0,1770.0,45.0,1265.0
2009-1536,Madrid Masters,Clay,56,M,20090510,24,104417,,,Robin Soderling,R,193.0,SWE,24.7392197125,103868,,LL,Ivan Navarro,R,183.0,ESP,27.5592060233,6-4 6-2,3,R64,71.0,6.0,2.0,55.0,29.0,22.0,15.0,9.0,2.0,3.0,5.0,3.0,49.0,30.0,20.0,6.0,9.0,0.0,4.0,23.0,1880.0,84.0,891.0
2009-1536,Madrid Masters,Clay,56,M,20090510,25,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,103781,,,Jurgen Melzer,L,183.0,AUT,27.9698836413,6-3 6-1,3,R32,62.0,1.0,0.0,41.0,24.0,21.0,11.0,8.0,0.0,0.0,3.0,4.0,41.0,22.0,15.0,7.0,8.0,0.0,4.0,1.0,15360.0,27.0,1735.0
2009-1536,Madrid Masters,Clay,56,M,20090510,26,104259,,,Philipp Kohlschreiber,R,178.0,GER,25.568788501,105227,13.0,,Marin Cilic,R,198.0,CRO,20.6160164271,6-1 6-7(5) 7-6(2),3,R32,175.0,4.0,2.0,122.0,85.0,57.0,22.0,16.0,7.0,8.0,7.0,3.0,123.0,71.0,48.0,24.0,15.0,15.0,18.0,35.0,1510.0,14.0,2635.0
2009-1536,Madrid Masters,Clay,56,M,20090510,27,104338,,WC,Juan Monaco,R,185.0,ARG,25.1170431211,103970,12.0,,David Ferrer,R,175.0,ESP,27.1074606434,6-4 6-4,3,R32,90.0,1.0,2.0,55.0,44.0,30.0,7.0,10.0,3.0,5.0,2.0,4.0,70.0,42.0,26.0,12.0,10.0,6.0,10.0,47.0,1240.0,13.0,2645.0
2009-1536,Madrid Masters,Clay,56,M,20090510,28,104269,7.0,,Fernando Verdasco,L,188.0,ESP,25.4866529774,103507,,WC,Juan Carlos Ferrero,R,183.0,ESP,29.2429842574,6-3 6-2,3,R32,96.0,4.0,1.0,67.0,52.0,32.0,7.0,9.0,5.0,7.0,2.0,0.0,54.0,35.0,20.0,5.0,8.0,1.0,6.0,8.0,3900.0,115.0,724.0
2009-1536,Madrid Masters,Clay,56,M,20090510,29,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9712525667,103169,,WC,Oscar Hernandez,R,180.0,ESP,31.0855578371,6-3 6-3,3,R32,99.0,3.0,3.0,56.0,38.0,31.0,8.0,9.0,0.0,0.0,3.0,3.0,77.0,54.0,29.0,12.0,9.0,9.0,12.0,4.0,8920.0,65.0,1023.0
2009-1536,Madrid Masters,Clay,56,M,20090510,30,104312,,,Andreas Seppi,R,190.0,ITA,25.2183436003,105023,,,Sam Querrey,R,198.0,USA,21.5934291581,6-3 4-6 6-4,3,R32,117.0,6.0,1.0,98.0,60.0,42.0,20.0,14.0,8.0,10.0,10.0,1.0,89.0,59.0,42.0,14.0,15.0,8.0,12.0,36.0,1490.0,60.0,1085.0
2009-1536,Madrid Masters,Clay,56,M,20090510,31,103344,,WC,Ivan Ljubicic,R,193.0,CRO,30.1464750171,104542,9.0,,Jo-Wilfried Tsonga,R,188.0,FRA,24.0657084189,6-4 7-5,3,R32,100.0,6.0,3.0,77.0,43.0,37.0,16.0,11.0,5.0,6.0,8.0,3.0,63.0,35.0,27.0,13.0,11.0,3.0,6.0,54.0,1181.0,9.0,3455.0
2009-1536,Madrid Masters,Clay,56,M,20090510,32,104468,8.0,,Gilles Simon,R,183.0,FRA,24.3696098563,104926,,Q,Fabio Fognini,R,178.0,ITA,21.9657768652,6-3 6-2,3,R32,71.0,2.0,0.0,59.0,37.0,25.0,13.0,9.0,2.0,4.0,1.0,7.0,55.0,28.0,16.0,10.0,8.0,3.0,8.0,7.0,4030.0,72.0,970.0
2009-1536,Madrid Masters,Clay,56,M,20090510,33,105223,5.0,,Juan Martin del Potro,R,198.0,ARG,20.629705681,104607,,,Tomas Berdych,R,196.0,CZE,23.6468172485,6-2 4-1 RET,3,R32,69.0,3.0,0.0,30.0,21.0,16.0,8.0,6.0,0.0,0.0,1.0,0.0,59.0,36.0,22.0,6.0,7.0,6.0,10.0,5.0,4720.0,22.0,1935.0
2009-1536,Madrid Masters,Clay,56,M,20090510,34,104527,11.0,,Stan Wawrinka,R,183.0,SUI,24.1204654346,104871,,,Jeremy Chardy,R,188.0,FRA,22.2422997947,6-4 7-5,3,R32,98.0,12.0,0.0,63.0,39.0,29.0,17.0,11.0,2.0,3.0,4.0,3.0,77.0,49.0,31.0,15.0,11.0,8.0,11.0,18.0,2135.0,40.0,1461.0
2009-1536,Madrid Masters,Clay,56,M,20090510,35,103990,16.0,,Tommy Robredo,R,180.0,ESP,27.0280629706,103888,,,Mardy Fish,R,188.0,USA,27.4195756331,3-6 7-6(5) 6-2,3,R32,134.0,2.0,0.0,92.0,67.0,48.0,14.0,14.0,2.0,4.0,6.0,3.0,88.0,53.0,40.0,20.0,15.0,1.0,4.0,17.0,2350.0,26.0,1760.0
2009-1536,Madrid Masters,Clay,56,M,20090510,36,104918,4.0,,Andy Murray,R,190.0,GBR,21.9904175222,104620,,,Simone Bolelli,R,183.0,ITA,23.5893223819,7-6(9) 6-4,3,R32,128.0,4.0,2.0,77.0,38.0,29.0,25.0,11.0,4.0,4.0,6.0,0.0,83.0,54.0,37.0,17.0,11.0,2.0,3.0,3.0,8990.0,61.0,1076.0
2009-1536,Madrid Masters,Clay,56,M,20090510,37,104053,6.0,,Andy Roddick,R,188.0,USA,26.6967830253,103163,,Q,Tommy Haas,R,188.0,GER,31.1047227926,1-6 7-6(9) 6-4,3,R32,143.0,9.0,2.0,97.0,70.0,51.0,15.0,14.0,0.0,2.0,14.0,5.0,112.0,62.0,49.0,27.0,15.0,11.0,12.0,6.0,4040.0,75.0,945.0
2009-1536,Madrid Masters,Clay,56,M,20090510,38,103786,10.0,,Nikolay Davydenko,R,178.0,RUS,27.9397672827,103722,,,Florent Serra,R,180.0,FRA,28.1971252567,7-5 6-3,3,R32,87.0,7.0,2.0,66.0,48.0,32.0,9.0,11.0,4.0,6.0,2.0,0.0,71.0,47.0,32.0,7.0,10.0,3.0,7.0,11.0,3265.0,51.0,1196.0
2009-1536,Madrid Masters,Clay,56,M,20090510,39,103484,14.0,,James Blake,R,185.0,USA,29.3689253936,103333,,,Ivo Karlovic,R,208.0,CRO,30.1984941821,6-7(4) 6-4 7-6(4),3,R32,124.0,4.0,4.0,108.0,70.0,58.0,25.0,17.0,1.0,1.0,26.0,4.0,97.0,65.0,58.0,18.0,17.0,0.0,1.0,16.0,2370.0,25.0,1770.0
2009-1536,Madrid Masters,Clay,56,M,20090510,40,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,104417,,,Robin Soderling,R,193.0,SWE,24.7392197125,6-1 7-5,3,R32,70.0,11.0,1.0,54.0,27.0,23.0,17.0,10.0,0.0,1.0,4.0,5.0,57.0,34.0,21.0,9.0,9.0,3.0,7.0,2.0,10170.0,23.0,1880.0
2009-1536,Madrid Masters,Clay,56,M,20090510,41,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,104259,,,Philipp Kohlschreiber,R,178.0,GER,25.568788501,W/O,3,R16,,,,,,,,,,,,,,,,,,,,1.0,15360.0,35.0,1510.0
2009-1536,Madrid Masters,Clay,56,M,20090510,42,104269,7.0,,Fernando Verdasco,L,188.0,ESP,25.4866529774,104338,,WC,Juan Monaco,R,185.0,ARG,25.1170431211,7-5 6-2,3,R16,108.0,2.0,1.0,71.0,51.0,31.0,11.0,10.0,2.0,4.0,0.0,1.0,68.0,52.0,24.0,8.0,10.0,5.0,10.0,8.0,3900.0,47.0,1240.0
2009-1536,Madrid Masters,Clay,56,M,20090510,43,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9712525667,104312,,,Andreas Seppi,R,190.0,ITA,25.2183436003,6-4 6-4,3,R16,98.0,3.0,2.0,57.0,37.0,29.0,11.0,10.0,1.0,2.0,3.0,1.0,77.0,56.0,33.0,11.0,10.0,8.0,11.0,4.0,8920.0,36.0,1490.0
2009-1536,Madrid Masters,Clay,56,M,20090510,44,103344,,WC,Ivan Ljubicic,R,193.0,CRO,30.1464750171,104468,8.0,,Gilles Simon,R,183.0,FRA,24.3696098563,3-6 6-4 6-3,3,R16,130.0,5.0,3.0,101.0,58.0,39.0,23.0,14.0,10.0,12.0,11.0,1.0,74.0,43.0,35.0,17.0,14.0,2.0,5.0,54.0,1181.0,7.0,4030.0
2009-1536,Madrid Masters,Clay,56,M,20090510,45,105223,5.0,,Juan Martin del Potro,R,198.0,ARG,20.629705681,104527,11.0,,Stan Wawrinka,R,183.0,SUI,24.1204654346,4-6 6-4 6-4,3,R16,176.0,5.0,3.0,110.0,55.0,40.0,26.0,15.0,9.0,13.0,8.0,1.0,92.0,59.0,40.0,13.0,15.0,4.0,9.0,5.0,4720.0,18.0,2135.0
2009-1536,Madrid Masters,Clay,56,M,20090510,46,104918,4.0,,Andy Murray,R,190.0,GBR,21.9904175222,103990,16.0,,Tommy Robredo,R,180.0,ESP,27.0280629706,7-5 6-1,3,R16,104.0,0.0,2.0,60.0,39.0,29.0,13.0,9.0,2.0,2.0,1.0,2.0,70.0,47.0,28.0,10.0,10.0,8.0,12.0,3.0,8990.0,17.0,2350.0
2009-1536,Madrid Masters,Clay,56,M,20090510,47,104053,6.0,,Andy Roddick,R,188.0,USA,26.6967830253,103786,10.0,,Nikolay Davydenko,R,178.0,RUS,27.9397672827,W/O,3,R16,,,,,,,,,,,,,,,,,,,,6.0,4040.0,11.0,3265.0
2009-1536,Madrid Masters,Clay,56,M,20090510,48,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,103484,14.0,,James Blake,R,185.0,USA,29.3689253936,6-2 6-4,3,R16,62.0,5.0,0.0,54.0,31.0,27.0,13.0,9.0,1.0,1.0,1.0,5.0,54.0,28.0,17.0,16.0,9.0,1.0,4.0,2.0,10170.0,16.0,2370.0
2009-1536,Madrid Masters,Clay,56,M,20090510,49,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,104269,7.0,,Fernando Verdasco,L,188.0,ESP,25.4866529774,6-4 7-5,3,QF,119.0,1.0,1.0,76.0,59.0,37.0,10.0,11.0,3.0,5.0,5.0,7.0,62.0,44.0,26.0,7.0,11.0,5.0,9.0,1.0,15360.0,8.0,3900.0
2009-1536,Madrid Masters,Clay,56,M,20090510,50,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9712525667,103344,,WC,Ivan Ljubicic,R,193.0,CRO,30.1464750171,6-4 6-4,3,QF,105.0,5.0,1.0,61.0,39.0,30.0,14.0,10.0,2.0,2.0,3.0,0.0,72.0,34.0,23.0,23.0,10.0,5.0,7.0,4.0,8920.0,54.0,1181.0
2009-1536,Madrid Masters,Clay,56,M,20090510,51,105223,5.0,,Juan Martin del Potro,R,198.0,ARG,20.629705681,104918,4.0,,Andy Murray,R,190.0,GBR,21.9904175222,7-6(4) 6-3,3,QF,112.0,5.0,2.0,76.0,42.0,30.0,23.0,11.0,4.0,5.0,11.0,1.0,62.0,36.0,24.0,15.0,10.0,2.0,4.0,5.0,4720.0,3.0,8990.0
2009-1536,Madrid Masters,Clay,56,M,20090510,52,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,104053,6.0,,Andy Roddick,R,188.0,USA,26.6967830253,7-5 6-7(5) 6-1,3,QF,131.0,15.0,2.0,97.0,56.0,49.0,20.0,16.0,2.0,3.0,9.0,1.0,91.0,61.0,42.0,16.0,15.0,5.0,9.0,2.0,10170.0,6.0,4040.0
2009-1536,Madrid Masters,Clay,56,M,20090510,53,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9712525667,3-6 7-6(5) 7-6(9),3,SF,243.0,4.0,4.0,133.0,101.0,72.0,16.0,16.0,6.0,8.0,7.0,3.0,112.0,69.0,56.0,24.0,17.0,1.0,2.0,1.0,15360.0,4.0,8920.0
2009-1536,Madrid Masters,Clay,56,M,20090510,54,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,105223,5.0,,Juan Martin del Potro,R,198.0,ARG,20.629705681,6-3 6-4,3,SF,81.0,8.0,1.0,60.0,39.0,32.0,11.0,10.0,4.0,4.0,3.0,2.0,59.0,35.0,25.0,11.0,9.0,4.0,6.0,2.0,10170.0,5.0,4720.0
2009-1536,Madrid Masters,Clay,56,M,20090510,55,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,6-4 6-4,3,F,86.0,6.0,3.0,67.0,42.0,29.0,17.0,10.0,4.0,4.0,1.0,1.0,54.0,43.0,32.0,5.0,10.0,0.0,2.0,2.0,10170.0,1.0,15360.0
2009-1720,Bangkok,Hard,28,A,20090928,1,105208,,,Ernests Gulbis,R,190.0,LAT,21.0787132101,104500,,WC,Somdev Devvarman,R,180.0,IND,24.6214921287,7-6(7) 6-2,3,R32,96.0,14.0,2.0,68.0,49.0,40.0,7.0,10.0,4.0,5.0,2.0,2.0,79.0,53.0,36.0,12.0,10.0,5.0,8.0,99.0,580.0,133.0,451.0
2009-1720,Bangkok,Hard,28,A,20090928,2,103843,,Q,Marco Chiudinelli,R,185.0,SUI,28.0492813142,104252,,Q,Florian Mayer,R,190.0,GER,25.9822039699,6-3 6-3,3,R32,74.0,4.0,0.0,52.0,33.0,25.0,12.0,9.0,2.0,3.0,5.0,0.0,53.0,39.0,24.0,7.0,9.0,0.0,4.0,116.0,501.0,93.0,604.0
2009-1720,Bangkok,Hard,28,A,20090928,3,103498,,,Marat Safin,R,193.0,RUS,29.6700889802,104332,5.0,,Philipp Petzschner,R,185.0,GER,25.5140314853,6-2 3-6 6-1,3,R32,97.0,7.0,6.0,84.0,46.0,36.0,20.0,12.0,2.0,3.0,0.0,5.0,85.0,49.0,32.0,16.0,12.0,6.0,10.0,58.0,820.0,36.0,1137.0
2009-1720,Bangkok,Hard,28,A,20090928,4,105064,,,Thomaz Bellucci,L,188.0,BRA,21.7467488022,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,26.3189596167,6-4 7-6(7),3,R32,117.0,4.0,4.0,84.0,54.0,38.0,18.0,11.0,11.0,12.0,3.0,3.0,72.0,50.0,36.0,11.0,11.0,4.0,6.0,61.0,813.0,54.0,899.0
2009-1720,Bangkok,Hard,28,A,20090928,5,104999,,,Mischa Zverev,L,190.0,GER,22.1026694045,104919,,,Leonardo Mayer,R,188.0,ARG,22.3737166324,5-7 6-3 6-3,3,R32,123.0,5.0,2.0,101.0,70.0,54.0,14.0,15.0,6.0,7.0,9.0,5.0,95.0,55.0,42.0,19.0,15.0,3.0,6.0,50.0,920.0,62.0,808.0
2009-1720,Bangkok,Hard,28,A,20090928,6,104545,8.0,,John Isner,R,206.0,USA,24.424366872,105579,,WC,Kittipong Wachiramanowong,R,183.0,THA,19.2607802875,6-3 3-6 7-6(5),3,R32,132.0,21.0,0.0,104.0,72.0,52.0,19.0,15.0,4.0,6.0,7.0,1.0,90.0,51.0,36.0,28.0,15.0,2.0,4.0,48.0,968.0,585.0,50.0
2009-1720,Bangkok,Hard,28,A,20090928,7,103781,6.0,,Jurgen Melzer,L,183.0,AUT,28.3531827515,103228,,,Marcos Daniel,R,180.0,BRA,31.2361396304,6-3 6-2,3,R32,56.0,13.0,0.0,47.0,38.0,33.0,5.0,9.0,1.0,1.0,2.0,2.0,44.0,31.0,20.0,6.0,8.0,3.0,6.0,44.0,1020.0,90.0,615.0
2009-1720,Bangkok,Hard,28,A,20090928,8,104947,,Q,Marsel Ilhan,R,190.0,TUR,22.2997946612,103794,,,Benjamin Becker,R,178.0,GER,28.2847364819,4-6 7-6(4) 6-3,3,R32,119.0,8.0,1.0,90.0,63.0,49.0,15.0,15.0,4.0,5.0,15.0,1.0,90.0,53.0,40.0,23.0,16.0,0.0,2.0,174.0,316.0,40.0,1064.0
2009-1720,Bangkok,Hard,28,A,20090928,9,104676,,,Andreas Beck,L,190.0,GER,23.6440793977,104273,,Q,Edouard Roger Vasselin,R,188.0,FRA,25.8343600274,7-5 7-6(1),3,R32,107.0,8.0,3.0,71.0,46.0,36.0,13.0,12.0,2.0,4.0,7.0,1.0,84.0,56.0,33.0,16.0,12.0,6.0,9.0,42.0,1029.0,149.0,403.0
2009-1720,Bangkok,Hard,28,A,20090928,10,105095,,,Evgeny Korolev,R,185.0,KAZ,21.620807666,102148,7.0,,Fabrice Santoro,R,178.0,FRA,36.8021902806,4-6 7-6(4) 7-6(7),3,R32,168.0,5.0,4.0,123.0,74.0,51.0,28.0,17.0,12.0,15.0,13.0,1.0,121.0,64.0,48.0,29.0,17.0,8.0,10.0,66.0,785.0,39.0,1072.0
2009-1720,Bangkok,Hard,28,A,20090928,11,104068,,,Robby Ginepri,R,183.0,USA,26.9760438056,103821,,WC,Danai Udomchoke,R,173.0,THA,28.1314168378,6-4 6-3,3,R32,70.0,5.0,1.0,55.0,44.0,33.0,8.0,10.0,1.0,1.0,2.0,2.0,64.0,41.0,29.0,10.0,9.0,8.0,10.0,71.0,740.0,142.0,433.0
2009-1720,Bangkok,Hard,28,A,20090928,12,103240,,,Kevin Kim,R,180.0,USA,31.1759069131,102783,,,Rainer Schuettler,R,180.0,GER,33.4264202601,6-4 6-4,3,R32,72.0,7.0,1.0,60.0,40.0,31.0,11.0,10.0,3.0,4.0,6.0,0.0,57.0,42.0,27.0,7.0,10.0,1.0,4.0,105.0,543.0,95.0,595.0
